product_name,description,brand,rating,image_url,link
Omorovicza Deep Cleansing Mask 50ml,"Rid your skin of impurities with Omorovicza Deep Cleansing Mask. Enriched with Hungarian Moor mud to cleanse and nourish the skin, as well as provide vital minerals, this deep cleansing treatment re-energises the skin to leave it bright and refreshed.",Omorovicza,4.63,https://static.thcdn.com/images/large/original//productimg/1600/1600/10448801-1454838843544588.jpg,https://www.lookfantastic.com/omorovicza-deep-cleansing-mask-50ml/10448801.html
Peter Thomas Roth Pumpkin Enzyme Mask 150ml,Treat your face to ,Peter Thomas Roth,4.87,https://static.thcdn.com/images/large/original//productimg/1600/1600/11030448-4844871849399010.jpg,https://www.lookfantastic.com/peter-thomas-roth-pumpkin-enzyme-mask-150ml/11030448.html
Sanctuary Spa 5 Minute Thermal Charcoal Detox Mask 75ml,Purify your complexion with the ,Sanctuary Spa,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/11794100-1504775624485569.jpg,https://www.lookfantastic.com/sanctuary-spa-5-minute-thermal-charcoal-detox-mask-75ml/11794100.html
Shiseido Benefiance Pure Retinol Express Smoothing Eye Mask x 12 Sachets,"Working to make your eyes look instantly younger, Shiseido Benefiance Pure Retinol Express Smoothing Eye Masks boast concentrated treatment sheets that help to reduce the appearance of wrinkles in just 15 minutes. The eye masks will refine the skin's texture and improve the resilience to leave the skin around your eyes looking vibrant.",Shiseido,4.75,https://static.thcdn.com/images/large/original//productimg/1600/1600/10991445-1974870250782116.jpg,https://www.lookfantastic.com/shiseido-benefiance-pure-retinol-express-smoothing-eye-mask-x-12-sachets/10991445.html
La Roche-Posay Hydraphase Intense Masque 50ml,"Soothing, Rehydrating Mask",La Roche-Posay,4.9,https://static.thcdn.com/images/large/original/productimg/1600/1600/11091834-5960762122257798.jpg,https://www.lookfantastic.com/la-roche-posay-hydraphase-intense-masque-50ml/11091834.html
Holika Holika Skin Rescuer Mask Sheet - Vita C,Treat your complexion to the ,Holika Holika,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11693486-7554559165211888.jpg,https://www.lookfantastic.com/holika-holika-skin-rescuer-mask-sheet-vita-c/11693486.html
APIVITA Moisturizing Face Mask - Aloe 50ml,Treat dehydrated skin to ,APIVITA,4.5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11902627-3824615747461957.jpg,https://www.lookfantastic.com/apivita-moisturizing-face-mask-aloe-50ml/11902627.html
BARBER PRO Gentlemen's Sheet Mask Rejuvenating and Hydrating with Anti-Ageing Collagen,Restore a youthful glow to the complexion with the ,BARBER PRO,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11432732-1384600696148406.jpg,https://www.lookfantastic.com/barber-pro-gentlemen-s-sheet-mask-rejuvenating-and-hydrating-with-anti-ageing-collagen/11432732.html
AHAVA Single Use Hydration Cream Mask 8ml,Replenish your complexion with ,AHAVA,3,https://static.thcdn.com/images/large/original/productimg/1600/1600/12054132-1444660542630660.jpg,https://www.lookfantastic.com/ahava-single-use-hydration-cream-mask-8ml/12054132.html
Project Lip Mask,Treat your lips to the nourishing properties of the ,Project Lip,4,https://static.thcdn.com/images/large/original/productimg/1600/1600/11928476-8744627946758128.jpg,https://www.lookfantastic.com/project-lip-mask/11928476.html
APIVITA Deep Cleansing Face Mask - Green Clay 50ml,"Achieve a clear, healthy-looking complexion with ",APIVITA,4,https://static.thcdn.com/images/large/original/productimg/1600/1600/11902634-1234615736732754.jpg,https://www.lookfantastic.com/apivita-deep-cleansing-face-mask-green-clay-50ml/11902634.html
Antipodes Halo Skin-Brightening Facial Mud Mask 75g,"Encourage the illusion of brighter, more radiant skin with Antipodes’ facial mud mask. Thick and lustrous, the sumptuous formula drifts effortlessly across your skin, distributing its nutrients and absorbing fast to avoid any heavy build-up.",Antipodes,4.4,https://static.thcdn.com/images/large/original//productimg/1600/1600/11633027-1824842216777567.jpg,https://www.lookfantastic.com/antipodes-halo-skin-brightening-facial-mud-mask-75g/11633027.html
The Ordinary Lactic Acid 10% + HA 2% Superficial Peeling Formulation 30ml,Achieve superior exfoliation with the ,The Ordinary,4.86,https://static.thcdn.com/images/large/original/productimg/1600/1600/11363400-6904661304089526.jpg,https://www.lookfantastic.com/the-ordinary-lactic-acid-10-ha-2-superficial-peeling-formulation-30ml/11363400.html
The INKEY List Apple Cider Vinegar Acid Peel 30ml,"With a focus on hero ingredients and simplifying skincare jargon, ",The INKEY List,4.64,https://static.thcdn.com/images/large/original//productimg/1600/1600/12435693-4024768413973332.jpg,https://www.lookfantastic.com/the-inkey-list-apple-cider-vinegar-acid-peel-30ml/12435693.html
The Ordinary Lactic Acid 5% + HA 2% Superficial Peeling Formulation 30ml,Combat signs of ageing with the ,The Ordinary,4.8,https://static.thcdn.com/images/large/original/productimg/1600/1600/11363397-2144508710865559.jpg,https://www.lookfantastic.com/the-ordinary-lactic-acid-5-ha-2-superficial-peeling-formulation-30ml/11363397.html
L'Oréal Paris Pure Clay Glow Face Mask 50ml,Create a luminous complexion with the ,L'Oréal Paris,4.14,https://static.thcdn.com/images/large/original/productimg/1600/1600/11740139-2024593914940258.jpg,https://www.lookfantastic.com/l-oreal-paris-pure-clay-glow-face-mask-50ml/11740139.html
Elizabeth Arden Visible Difference Peel & Reveal Revitalizing Mask (50ml),"Retexturise and exfoliate skin with Elizabeth Arden Visible Difference Peel & Reveal Revitalising Mask. Pores are minimised, fine lines smoothed and skin left soft and radiant.",Elizabeth Arden,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/10626212-7454871319603021.jpg,https://www.lookfantastic.com/elizabeth-arden-visible-difference-peel-reveal-revitalizing-mask-50ml/10626212.html
Peter Thomas Roth FirmX Peeling Gel 100ml,Sweep away impurities with the ,Peter Thomas Roth,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11289133-6074444634087967.jpg,https://www.lookfantastic.com/peter-thomas-roth-firmx-peeling-gel-100ml/11289133.html
AHAVA Single Use Facial Renewal Peel 8ml,Improve skin tone and texture with ,AHAVA,4,https://static.thcdn.com/images/large/original/productimg/1600/1600/12054130-5504660542366459.jpg,https://www.lookfantastic.com/ahava-single-use-facial-renewal-peel-8ml/12054130.html
Elemis Papaya Enzyme Peel 50ml,"The natural exfoliating fruit enzyme action of Papaya and Pineapple will smooth, brighten and clarify your complexion. This unique, non-granular Elemis Papaya Enzyme Peel exfoliating cream has 7 active ingredients to repair and protect your skin.",Elemis,4.61,https://static.thcdn.com/images/large/original//productimg/1600/1600/10365474-1674815566446011.jpg,https://www.lookfantastic.com/elemis-papaya-enzyme-peel-50ml/10365474.html
PIXI Peel and Polish,Experience a professional salon treatment from home with ,PIXI,4.67,https://static.thcdn.com/images/large/original/productimg/1600/1600/11384921-1444454794781463.jpg,https://www.lookfantastic.com/pixi-peel-and-polish/11384921.html
AHAVA Uplifting & Firming Sheet Mask,Target signs of ageing with ,AHAVA,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11813087-1454635156666030.jpg,https://www.lookfantastic.com/ahava-uplifting-firming-sheet-mask/11813087.html
Murad Pore Extractor Pomegranate Mask 50ml,Rescue clogged pores with the ,Murad,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11502948-8504521392573166.jpg,https://www.lookfantastic.com/murad-pore-extractor-pomegranate-mask-50ml/11502948.html
Peter Thomas Roth Peptide 21 Amino Acid Exfoliating Peel Pads - 60 Pads,Enjoy skin that looks smoother and more even with the ,Peter Thomas Roth,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12128571-1804866599249271.jpg,https://www.lookfantastic.com/peter-thomas-roth-peptide-21-amino-acid-exfoliating-peel-pads-60-pads/12128571.html
Murad Replenishing Multi-Acid Peel 100ml,"Rejuvenate dull, lifeless skin with ",Murad,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/12245718-2104706977792023.jpg,https://www.lookfantastic.com/murad-replenishing-multi-acid-peel-100ml/12245718.html
Lancer Skincare Caviar Lime Acid Peel 50ml," is an innovative AHA blend that helps revive and refine the appearance of dull, stressed skin.",Lancer Skincare,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/11542313-1824871548595433.jpg,https://www.lookfantastic.com/lancer-skincare-caviar-lime-acid-peel-50ml/11542313.html
Elemis Peptide4 Overnight Radiance Peel 30ml,"Wake up to smooth, glowing skin, thanks to the ",Elemis,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12435919-1364815573928506.jpg,https://www.lookfantastic.com/elemis-peptide4-overnight-radiance-peel-30ml/12435919.html
,description,brand,rating,image_url,https://www.lookfantastic.com/pixi-hydrating-milky-peel-80ml/12040137.html
Embryolisse Gentle Night Peeling Care Radiance Secret 40ml,Wake up to a luminous complexion with the ,Embryolisse,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11719395-2084588776554646.jpg,https://www.lookfantastic.com/embryolisse-gentle-night-peeling-care-radiance-secret-40ml/11719395.html
Dermalogica Rapid Reveal Peel,Reveal a renewed complexion with the ,Dermalogica,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11853575-2254610788114242.jpg,https://www.lookfantastic.com/dermalogica-rapid-reveal-peel/11853575.html
Radical Skincare Detox Charcoal Enzyme Peel 50ml,Treat your skin to a thorough detox with the ,Radical Skincare,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/12291567-1074705138713471.jpg,https://www.lookfantastic.com/radical-skincare-detox-charcoal-enzyme-peel-50ml/12291567.html
Murad Intensive-C Radiance Peel 50ml,"Created to dramatically reverse environmental ageing on your skin caused by the sun, stress and other natural aggressors, this Intensive-C Radiance Peel from Murad is a fast acting, effective and soothing mask. Gently exfoliating the skin to accelarate the turnover of damaged cells, your skin will be left hydrated with a radiant glow.",Murad,4.44,https://static.thcdn.com/images/large/original/productimg/1600/1600/10803380-2634562885521503.jpg,https://www.lookfantastic.com/murad-intensive-c-radiance-peel-50ml/10803380.html
,description,brand,rating,image_url,https://www.lookfantastic.com/polaar-northern-light-micro-peeling-foam-100ml/12045705.html
VERSO Enzyme Peel 50ml,Rejuvenate lacklustre skin with the ,VERSO,4,https://static.thcdn.com/images/large/original/productimg/1600/1600/11751923-2784635637265061.jpg,https://www.lookfantastic.com/verso-enzyme-peel-50ml/11751923.html
Alpha-H Beauty Sleep Power Peel 50ml,Wake up to brighter skin with ,Alpha-H,3.5,https://static.thcdn.com/images/large/original//productimg/1600/1600/11282237-3994757526497130.jpg,https://www.lookfantastic.com/alpha-h-beauty-sleep-power-peel-50ml/11282237.html
,description,brand,rating,image_url,https://www.lookfantastic.com/natura-bisse-tolerance-enzyme-peel-50ml/11329132.html
Estée Lauder Perfectionist Pro Instant Resurfacing Peel with 9.9% AHAs + BHA 50ml,Refine and renew the appearance of skin with ,Estée Lauder,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12040206-5604866376090797.jpg,https://www.lookfantastic.com/estee-lauder-perfectionist-pro-instant-resurfacing-peel-with-9.9-ahas-bha-50ml/12040206.html
,description,brand,rating,image_url,https://www.lookfantastic.com/natura-bisse-glyco-extreme-peel-30ml/11329114.html
Radical Skincare Express Delivery Enzyme Peel 50ml,Transform your complexion with ,Radical Skincare,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/11296467-2014866345555990.jpg,https://www.lookfantastic.com/radical-skincare-express-delivery-enzyme-peel-50ml/11296467.html
,description,brand,rating,image_url,https://www.lookfantastic.com/mavala-skin-vitality-beauty-enhancing-micro-peel-65ml/11484403.html
,description,brand,rating,image_url,https://www.lookfantastic.com/goldfaden-md-fresh-a-peel-multi-acid-resurfacing-peel-50ml/12026257.html
L'Oréal Paris Revitalift Laser Glycolic Peel Pads x 25 Pads,Improve skin tone and texture with the ,L'Oréal Paris,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11740148-2114615467701304.jpg,https://www.lookfantastic.com/l-oreal-paris-revitalift-laser-glycolic-peel-pads-x-25-pads/11740148.html
Manuka Doctor ApiClear Facial Peel 100ml,Brighten and renew your complexion with,Manuka Doctor,4.67,https://static.thcdn.com/images/large/original/productimg/1600/1600/11291257-1744411246031154.jpg,https://www.lookfantastic.com/manuka-doctor-apiclear-facial-peel-100ml/11291257.html
,description,brand,rating,image_url,https://www.lookfantastic.com/comfort-zone-essential-peeling-60ml/11447209.html
CeraVe Eye Repair Cream 14ml,Banish signs of fatigue with,CeraVe,4.4,https://static.thcdn.com/images/large/original//productimg/1600/1600/11798690-4134776722912820.jpg,https://www.lookfantastic.com/cerave-eye-repair-cream-14ml/11798690.html
,description,brand,rating,image_url,https://www.lookfantastic.com/comfort-zone-sublime-skin-peel-pad-14-pack/11447250.html
The INKEY List Caffeine Eye Serum 15ml,Re-energise your skin with ,The INKEY List,3.79,https://static.thcdn.com/images/large/original//productimg/1600/1600/12208011-3144768397121564.jpg,https://www.lookfantastic.com/the-inkey-list-caffeine-eye-serum-15ml/12208011.html
La Roche-Posay Toleriane Ultra Eyes (20ml),Soothe sensitive skin with the ,La Roche-Posay,4.95,https://static.thcdn.com/images/large/original/productimg/1600/1600/11094702-1894665245243331.jpg,https://www.lookfantastic.com/la-roche-posay-toleriane-ultra-eyes-20ml/11094702.html
Antipodes Kiwi Seed Oil Eye Cream 30ml,Treat the delicate eye area to the benefits of the ,Antipodes,4.55,https://static.thcdn.com/images/large/original//productimg/1600/1600/10977981-1344876697075847.jpg,https://www.lookfantastic.com/antipodes-kiwi-seed-oil-eye-cream-30ml/10977981.html
Bobbi Brown Extra Eye Repair Cream 15ml,Care for the delicate skin around your eyes with the ,Bobbi Brown,4.64,https://static.thcdn.com/images/large/original//productimg/1600/1600/11511540-2134831342850007.jpg,https://www.lookfantastic.com/bobbi-brown-extra-eye-repair-cream-15ml/11511540.html
Omorovicza Blue Diamond Peel (50ml),"Brighten, lighten and firm your skin with Omorovicza Blue Diamond Peel (50ml). The opalescent peel combines Lactobionic and lactic acids with powerful AHA's that refine your complexion and encourage cell renewal. Working to give you a brighter tone, the peel purifies the skin and regulates the production of sebum to avoid shine. -SA",Omorovicza,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/10997778-1354799221968996.jpg,https://www.lookfantastic.com/omorovicza-blue-diamond-peel-50ml/10997778.html
First Aid Beauty Skin Lab Retinol Eye Cream with Triple Hyaluronic Acid 15ml,Enhance the sparkle in your eyes with the F,First Aid Beauty,4.5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12021142-2004871250111477.jpg,https://www.lookfantastic.com/first-aid-beauty-skin-lab-retinol-eye-cream-with-triple-hyaluronic-acid-15ml/12021142.html
Bobbi Brown Hydrating Eye Cream 15ml,"Replenish the look of your eye-area, with Bobbi Brown’s iconic hydrating eye cream. Equipped with a smooth, lustrous texture, the cream glides effortlessly across your skin, absorbing fast to avoid the look of any heavy, sticky build-up. The cult-favourite eye cream creates the ideal base for concealer, offering a primer-like veil for makeup. The signature Bobbi Brown Enriched Mineral Water Blend drenches your skin in moisture, locking it in for long-lasting softness, reducing the look of dry skin.",Bobbi Brown,4.56,https://static.thcdn.com/images/large/original//productimg/1600/1600/11511621-1954831343482455.jpg,https://www.lookfantastic.com/bobbi-brown-hydrating-eye-cream-15ml/11511621.html
Clinique All About Eyes Eye Cream 15ml,"Clinique All About Eyes™ is a lightweight eye cream developed to deliver intense hydration and soothe the delicate eye area. Suitable for all skin types, its cream-gel formula reduces puffiness, dark circles and fine lines to reveal revitalised, radiant eyes. Melts effortlessly onto skin and works effectively as a primer to hold eye make-up in place.",Clinique,4.32,https://static.thcdn.com/images/large/original/productimg/1600/1600/11144763-1764599651428304.jpg,https://www.lookfantastic.com/clinique-all-about-eyes-eye-cream-15ml/11144763.html
Recipe for Men Peeling Mask 100ml,"Maintain a clear, healthy-looking complexion with the ",Recipe For Men,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/11919962-1564815546919974.jpg,https://www.lookfantastic.com/recipe-for-men-peeling-mask-100ml/11919962.html
